% Quaternary faults in Asia
% From Philip.England@earth.ox.ac.uk Thu Apr 18 17:00:52 2002
% Appendix A: GJI (1997) 130, p. 551-582
% Annotated by Shawn Lawrence
%
% Long. Lat.
% 
% Baikal-Hovsgol region (repeated segment removed)
%	
120.8	 57.2	
116.0	 55.5	
%
116.0	 56.6	
110.0	 53.7	
%
112.3	 56.3	
109.0	 54.0	
%
109.0	 54.0	
105.0	 51.8	
%
105.0	 51.8	
 99.5	 51.8	
%
100.5	 51.8	
100.0	 49.5	
%
 99.3	 51.8	
 99.0	 49.5	
%
 98.5	 51.8	
 98.0	 49.5	
%
% Western Mongolia: Bulnay fault, Gobi-Altay and Mongolian Altay
%
 93.0	 49.5	
 99.2	 49.3	
%
 96.0	 48.0	
102.0	 45.5	
%
 99.0	 46.0	
102.5	 48.0	
%
 94.5	 45.0	
102.3	 44.4	
%
 94.5	 45.0	
102.3	 44.4	
%
 91.0	 50.5	
 94.5	 45.0	
%
 91.0	 50.5	
 94.5	 45.0	
%
 84.5	 50.0	
 93.0	 45.0	
%
 84.5	 50.0	
 93.0	 45.0	
%
 84.0	 50.5	
 92.0	 52.0	
%
 92.0	 52.0	
 96.5	 51.0	
%
% Tien Shan
%
 95.0	 43.5	
 90.0	 43.7	
%
 90.0	 43.7	
 85.0	 43.3	
%
 85.0	 43.3	
 79.0	 42.2	
%
 79.0	 42.2	
 75.0	 41.0	
%
 75.0	 42.1	
 72.0	 42.1	
%
 71.4	 42.2	
 73.3	 41.5	
%
 73.3	 41.5	
 74.7	 40.6	
%
 70.0	 40.5	
 72.0	 42.0	
%
 83.6	 44.2	
 80.1	 46.5	
%
 78.5	 44.3	
 81.8	 45.3	
%
 81.3	 47.6	
 86.0	 47.0	
%
% Pamir and South Tien Shan
%	
 70.0	 40.0	
 74.0	 40.4	
%
 70.0	 39.0	
 74.5	 39.5	
%
 75.1	 39.4	
 77.5	 37.0	
%
 74.2	 39.3	
 75.4	 38.2	
%
 75.2	 38.1	
 75.5	 36.9	
%
 75.5	 36.9	
 76.5	 36.0	
%
% The Altyn Tagh fault and surroundings
%
 77.5	 37.0	
 80.4	 36.5	
%
 75.4	 37.6	
 77.0	 36.4	
%
 77.0	 36.4	
 80.1	 35.9	
%
 80.1	 35.9	
 81.0	 35.8	
%
 81.0	 35.8	
 82.0	 36.0	
%
 82.0	 36.0	
 92.5	 39.1	
%
 92.5	 39.1	
 96.0	 39.9	
%
 96.0	 39.9	
 96.9	 40.0	
%
 92.7	 39.2	
 96.0	 39.5	
%
 86.0	 37.5	
 88.3	 38.8	
%
 88.3	 38.8	
 92.4	 39.2	
%
 92.4	 39.2	
 97.5	 40.0	
%
% The Tibetan Plateau: Northern Tibet
%
 78.0	 34.2	
 81.0	 34.6	
%
 81.0	 34.6	
 82.0	 36.0	
%
 81.6	 34.5	
 83.0	 32.7	
%
 84.2	 35.3	
 85.5	 32.5	
%
 84.2	 35.3	
 85.5	 32.5	
%
 85.4	 35.9	
 86.7	 33.8	
%
 85.5	 35.5	
 87.0	 32.1	
%
 87.5	 32.2	
 88.8	 33.6	
%
 87.5	 34.2	
 88.8	 33.6	
%
 89.5	 33.4	
 94.0	 31.6	
%
 90.5	 31.5	
 92.0	 32.3	
%
% The Tibetan Plateau: Karakorum fault
%
 76.5	 36.0	
 78.1	 34.2	
%
 78.1	 34.2	
 79.9	 32.2	
%
 79.9	 32.2	
 80.4	 31.1	
%
% The Tibetan Plateau: Central Tibet
%	
 80.6	 32.8	
 82.4	 32.0	
%
 82.1	 32.5	
 83.8	 32.0	
%
 87.0	 31.7	
 88.7	 30.8	
%
 90.8	 31.4	
 91.6	 31.0	
%
 92.4	 30.7	
 95.5	 29.9	
%
% The Tibetan Plateau: Southern Tibet
%
 79.7	 32.4	
 80.5	 31.3	
%
 82.3	 31.1	
 82.4	 32.2	
%
 83.0	 30.8	
 83.4	 32.1	
%
 83.5	 29.0	
 85.0	 31.8	
%
 86.5	 28.4	
 86.8	 31.8	
%
 87.5	 28.1	
 88.7	 30.9	
%
 88.8	 27.5	
 90.2	 29.1	
%
 90.2	 29.1	
 91.6	 31.0	
%
 92.0	 28.6	
 92.1	 29.8	
%
% The Himalaya
%
 74.5	 35.2	
 74.6	 35.8	
%
 70.0	 34.5	
 74.0	 34.5	
%
 74.0	 34.5	
 78.0	 31.7	
%
 78.0	 31.7	
 81.0	 29.3	
%
 81.0	 29.3	
 85.0	 28.0	
%
 85.0	 28.0	
 88.0	 27.6	
%
 88.0	 27.6	
 91.0	 27.5	
%
 91.0	 27.5	
 93.0	 27.8	
%
 93.0	 27.8	
 95.6	 29.0	
%
 90.0	 25.5	
 93.0	 25.5	
%
% Nan Shan (or Qilian Shan)
%
 97.0	 40.0	
103.0	 37.6	
%
 96.6	 39.8	
101.8	 37.8	
%
 96.0	 39.6	
 99.0	 38.5	
%
 95.5	 39.5	
 97.7	 38.5	
%
 95.0	 39.3	
 96.9	 38.1	
%
 93.0	 39.1	
 98.0	 37.2	
%
 98.0	 37.2	
101.0	 37.2	
%
101.0	 37.2	
102.3	 36.8	
%
 97.6	 37.0	
103.0	 36.0	
%
 92.0	 39.0	
 97.0	 36.5	
%
 97.0	 36.5	
101.8	 35.5	
%
 97.4	 39.6	
 98.2	 39.5	
%
% The Kunlun fault system
%
 91.0	 36.0	
 97.8	 35.6	
%
 94.0	 35.7	
 95.7	 35.0	
%
 97.8	 35.6	
102.0	 34.0	
%
102.0	 34.0	
104.0	 32.2	
%
% The Haiyuan fault
%
 97.9	 38.5	
100.1	 38.4	
%
100.1	 38.4	
103.0	 37.1	
%
102.3	 37.3	
103.5	 37.3	
%
103.0	 37.1	
105.0	 36.7	
%
105.0	 36.7	
106.0	 36.1	
%
103.3	 37.5	
105.2	 37.4	
%
105.2	 37.4	
106.0	 36.6	
%
106.0	 36.1	
106.2	 34.7	
%
% The Xianshuihe fault and Longmen Shan
%
 96.1	 33.2	
 99.8	 31.6	
%
 97.1	 34.0	
100.1	 31.9	
%
100.1	 31.9	
101.9	 30.2	
%
101.9	 30.2	
102.2	 29.2	
%
102.3	 30.0	
106.0	 32.3	
%
102.3	 30.5	
106.0	 32.8	
%
% Strike-slip, thrust, and normal faulting in Burma
%
102.2	 29.2	
102.2	 28.0	
%
102.2	 28.0	
103.1	 26.3	
%
103.1	 26.3	
103.1	 25.3	
%
102.9	 24.0	
103.3	 25.3	
%
100.0	 26.0	
102.0	 23.5	
%
102.0	 23.5	
103.3	 22.9	
%
103.3	 22.9	
104.5	 22.0	
%
100.5	 26.7	
100.4	 25.2	
%
100.2	 27.2	
 99.9	 26.1	
%
 95.5	 29.9	
100.2	 27.2	
%
 96.4	 27.6	
 94.0	 26.0	
%
 94.0	 26.0	
 93.0	 23.5	
%
 93.0	 23.5	
 94.0	 20.0	
%
 96.0	 20.0	
 96.1	 24.0	
%
 96.1	 24.0	
 97.1	 28.0	
%
 94.3	 20.0	
 94.4	 24.0	
%
 94.4	 24.0	
 96.1	 27.0	
%
 97.0	 23.8	
 99.0	 24.2	
%
 97.0	 23.0	
 99.0	 23.5	
%
 99.0	 23.5	
100.0	 24.3	
%
 98.0	 21.7	
100.8	 22.8	
%
 98.5	 20.8	
101.0	 21.8	
%
 98.0	 20.0	
101.2	 21.0	
%
% Normal faulting surrounding the Ordos Plateau and strike-slip faulting in North China
%
106.0	 38.0	
106.7	 39.5	
%
106.0	 40.2	
107.9	 41.4	
%
108.8	 40.6	
112.1	 41.2	
%
112.3	 39.3	
115.0	 40.7	
%
112.3	 39.0	
116.0	 40.6	
%
111.5	 36.3	
113.2	 38.3	
%
109.0	 34.0	
111.9	 35.8	
%
106.0	 34.3	
112.0	 33.4	
%
114.1	 35.1	
115.0	 38.2	
%
115.0	 38.2	
116.0	 38.0	
%
116.0	 38.0	
118.0	 40.5	
%
117.0	 38.6	
119.0	 38.2	
%
119.0	 38.2	
122.8	 41.4	
